id	name	type	keywords	features	address	open_time
place_138	灵山大佛景区	景区	["灵山大佛", "无锡", "佛教文化", "青铜大佛", "宗教旅游"]	["佛教文化", "青铜大佛", "宗教艺术", "心灵净化"]	江苏省无锡市滨湖区马山镇灵山路1号	07:00-17:30
place_139	鼋头渚景区	景区	["鼋头渚", "无锡", "太湖", "樱花", "湖光山色"]	["太湖风光", "樱花胜地", "湖光山色", "自然美景"]	江苏省无锡市滨湖区鼋渚路1号	08:00-17:00
place_140	苏州园林	景区	["苏州园林", "苏州", "古典园林", "拙政园", "江南文化"]	["古典园林", "江南文化", "园林艺术", "文化遗产"]	江苏省苏州市姑苏区东北街178号	07:30-17:30
place_141	周庄古镇	景区	["周庄", "苏州", "古镇", "水乡", "江南风情"]	["古镇风貌", "水乡文化", "江南风情", "民俗体验"]	江苏省苏州市昆山市周庄镇全福路43号	08:00-21:00
place_142	杭州西湖风景名胜区	景区	["西湖", "杭州", "湖光山色", "古典园林", "人文景观"]	["世界文化遗产", "湖光山色", "古典园林", "人文景观"]	浙江省杭州市西湖区龙井路1号	全天开放
place_143	雁荡山风景名胜区	景区	["雁荡山", "温州", "奇峰异石", "瀑布群", "地质奇观"]	["奇峰异石", "瀑布群", "地质奇观", "自然美景"]	浙江省温州市乐清市雁荡镇	07:00-17:30
place_144	普陀山风景名胜区	景区	["普陀山", "舟山", "佛教名山", "观音道场", "海岛风光"]	["佛教圣地", "观音道场", "海岛风光", "宗教文化"]	浙江省舟山市普陀区普陀山镇	06:00-18:00
place_145	黄山风景名胜区	景区	["黄山", "安徽", "奇松怪石", "云海温泉", "自然奇观"]	["世界自然遗产", "奇松怪石", "云海温泉", "自然奇观"]	安徽省黄山市黄山区汤口镇	06:00-17:30
place_146	九华山风景名胜区	景区	["九华山", "池州", "佛教名山", "地藏道场", "古寺庙群"]	["佛教圣地", "地藏道场", "古寺庙群", "山水风光"]	安徽省池州市青阳县九华山镇	07:00-17:00
place_147	鼓浪屿风景名胜区	景区	["鼓浪屿", "厦门", "海岛风光", "万国建筑", "音乐之岛"]	["海岛风光", "万国建筑", "音乐文化", "历史街区"]	福建省厦门市思明区鼓浪屿	全天开放
place_148	武夷山风景名胜区	景区	["武夷山", "南平", "丹霞地貌", "九曲溪", "茶文化"]	["世界自然遗产", "丹霞地貌", "九曲溪", "茶文化"]	福建省南平市武夷山市武夷山国家旅游度假区	08:00-17:00
place_149	庐山风景名胜区	景区	["庐山", "九江", "避暑胜地", "瀑布群", "文化名山"]	["避暑胜地", "瀑布群", "文化名山", "历史遗迹"]	江西省九江市庐山市庐山风景区	07:00-18:00
place_150	井冈山风景名胜区	景区	["井冈山", "吉安", "红色旅游", "革命圣地", "自然风光"]	["革命圣地", "红色教育", "自然风光", "历史文化"]	江西省吉安市井冈山市茨坪镇	08:00-17:00
place_151	蓬莱阁旅游区	景区	["蓬莱阁", "烟台", "海上仙境", "古建筑群", "神话传说"]	["海上仙境", "古建筑群", "神话传说", "海滨风光"]	山东省烟台市蓬莱区迎宾路7号	07:30-18:00
place_152	三孔景区	景区	["三孔", "济宁", "孔庙", "孔府", "孔林"]	["世界文化遗产", "儒家文化", "古建筑群", "文化教育"]	山东省济宁市曲阜市静轩西路46号	08:00-17:30
place_153	泰山风景名胜区	景区	["泰山", "泰安", "五岳之首", "日出奇观", "文化名山"]	["世界自然遗产", "五岳之首", "日出奇观", "文化名山"]	山东省泰安市泰山区红门路45号	全天开放
place_154	嵩山少林景区	景区	["少林寺", "登封", "武术文化", "佛教文化", "古建筑"]	["武术文化", "佛教文化", "古建筑群", "功夫表演"]	河南省郑州市登封市嵩山少林景区	08:00-17:00
place_155	龙门石窟	景区	["龙门石窟", "洛阳", "佛教石窟", "石刻艺术", "文化遗产"]	["世界文化遗产", "佛教石窟", "石刻艺术", "古代文化"]	河南省洛阳市洛龙区龙门中街13号	08:00-18:00
place_156	云台山风景名胜区	景区	["云台山", "焦作", "红石峡", "瀑布群", "地质公园"]	["地质公园", "红石峡", "瀑布群", "自然奇观"]	河南省焦作市修武县云台山镇	07:00-18:00
place_157	南岳衡山	景区	["衡山", "衡阳", "五岳之一", "道教文化", "祝融峰"]	["五岳之一", "道教文化", "祝融峰", "宗教圣地"]	湖南省衡阳市南岳区南岳镇	08:00-17:00
place_158	张家界武陵源风景名胜区	景区	["张家界", "武陵源", "石柱群", "天门山", "自然奇观"]	["世界自然遗产", "石柱群", "天门山", "自然奇观"]	湖南省张家界市武陵源区金鞭路279号	07:00-18:00
place_159	三峡大坝旅游区	景区	["三峡大坝", "宜昌", "水利工程", "长江三峡", "现代奇迹"]	["水利工程", "长江三峡", "现代奇迹", "科技成就"]	湖北省宜昌市夷陵区三斗坪镇	08:00-17:30
place_160	黄鹤楼公园	景区	["黄鹤楼", "武汉", "江南名楼", "长江文化", "诗词文化"]	["江南名楼", "长江文化", "诗词文化", "历史建筑"]	湖北省武汉市武昌区蛇山西坡特1号	08:00-18:00
place_161	长隆旅游度假区	景区	["长隆", "广州", "主题公园", "野生动物", "亲子娱乐"]	["主题公园", "野生动物", "亲子娱乐", "现代游乐"]	广东省广州市番禺区汉溪大道东299号	09:30-18:00
place_162	丹霞山风景名胜区	景区	["丹霞山", "韶关", "丹霞地貌", "红石奇观", "地质公园"]	["世界自然遗产", "丹霞地貌", "红石奇观", "地质公园"]	广东省韶关市仁化县丹霞山镇	08:00-17:30
place_163	白云山风景名胜区	景区	["白云山", "广州", "城市绿肺", "自然风光", "休闲登山"]	["城市绿肺", "自然风光", "休闲登山", "空气清新"]	广东省广州市白云区白云大道南685号	06:00-18:00
place_164	青秀山旅游区	景区	["青秀山", "南宁", "城市公园", "植物园", "休闲观光"]	["城市公园", "植物园", "休闲观光", "文化景观"]	广西壮族自治区南宁市青秀区凤岭南路6号	06:00-24:00
place_165	漓江风景名胜区	景区	["漓江", "桂林", "山水甲天下", "喀斯特地貌", "竹筏漂流"]	["山水甲天下", "喀斯特地貌", "竹筏漂流", "自然美景"]	广西壮族自治区桂林市秀峰区漓江路	07:00-18:00
place_166	乐山大佛景区	景区	["乐山大佛", "乐山", "石刻大佛", "佛教文化", "世界遗产"]	["世界文化遗产", "石刻大佛", "佛教文化", "古代艺术"]	四川省乐山市市中区凌云路2435号	07:30-18:30
place_167	峨眉山风景名胜区	景区	["峨眉山", "乐山", "佛教名山", "普贤道场", "金顶日出"]	["世界自然遗产", "佛教圣地", "普贤道场", "金顶日出"]	四川省乐山市峨眉山市峨眉山景区	06:00-18:30
place_168	九寨沟风景名胜区	景区	["九寨沟", "阿坝", "彩池瀑布", "原始森林", "童话世界"]	["世界自然遗产", "彩池瀑布", "原始森林", "童话世界"]	四川省阿坝藏族羌族自治州九寨沟县漳扎镇	07:00-18:00
place_169	黄龙风景名胜区	景区	["黄龙", "阿坝", "钙化池", "雪山彩池", "高原湿地"]	["世界自然遗产", "钙化池", "雪山彩池", "高原湿地"]	四川省阿坝藏族羌族自治州松潘县	08:00-17:00
place_170	都江堰景区	景区	["都江堰", "成都", "古代水利", "李冰父子", "工程奇迹"]	["世界文化遗产", "古代水利", "工程奇迹", "历史文化"]	四川省成都市都江堰市公园路	08:00-18:00
place_171	青城山风景名胜区	景区	["青城山", "成都", "道教名山", "天下幽", "古建筑群"]	["道教圣地", "天下幽", "古建筑群", "宗教文化"]	四川省成都市都江堰市青城山镇	08:00-17:00
place_172	石林风景名胜区	景区	["石林", "昆明", "喀斯特地貌", "石林奇观", "阿诗玛"]	["世界自然遗产", "喀斯特地貌", "石林奇观", "民族文化"]	云南省昆明市石林彝族自治县石林中路延长线	07:00-18:00
place_173	丽江古城	景区	["丽江古城", "丽江", "纳西文化", "古城风貌", "世界遗产"]	["世界文化遗产", "纳西文化", "古城风貌", "民族风情"]	云南省丽江市古城区大研古城	全天开放
place_174	玉龙雪山景区	景区	["玉龙雪山", "丽江", "雪山风光", "冰川公园", "高山植物"]	["雪山风光", "冰川公园", "高山植物", "自然保护区"]	云南省丽江市玉龙纳西族自治县	07:00-18:00
place_175	三江并流风景名胜区	景区	["三江并流", "迪庆", "金沙江", "澜沧江", "怒江"]	["世界自然遗产", "三江并流", "生物多样性", "高原风光"]	云南省迪庆藏族自治州	08:00-18:00
place_176	大理古城	景区	["大理古城", "大理", "白族文化", "苍山洱海", "古城风韵"]	["白族文化", "苍山洱海", "古城风韵", "民族风情"]	云南省大理白族自治州大理市一塔路42号	全天开放
place_177	华山风景名胜区	景区	["华山", "渭南", "西岳华山", "险峻奇峰", "道教文化"]	["西岳华山", "险峻奇峰", "道教文化", "登山挑战"]	陕西省渭南市华阴市华山镇	全天开放
place_178	兵马俑博物馆	景区	["兵马俑", "西安", "秦始皇陵", "世界奇迹", "考古发现"]	["世界文化遗产", "秦始皇陵", "世界奇迹", "考古发现"]	陕西省西安市临潼区秦陵北路	08:30-17:00
place_179	华清宫景区	景区	["华清宫", "西安", "唐代宫殿", "温泉文化", "历史故事"]	["唐代宫殿", "温泉文化", "历史故事", "皇家园林"]	陕西省西安市临潼区华清路38号	07:00-19:00
place_180	大雁塔大慈恩寺	景区	["大雁塔", "西安", "佛教文化", "唐代建筑", "玄奘法师"]	["佛教文化", "唐代建筑", "玄奘法师", "古塔建筑"]	陕西省西安市雁塔区雁塔路	08:00-17:30
place_181	金丝峡景区	景区	["金丝峡", "商洛", "峡谷风光", "瀑布群", "生态旅游"]	["峡谷风光", "瀑布群", "生态旅游", "自然奇观"]	陕西省商洛市商南县金丝峡镇	08:00-18:00
place_182	青海湖景区	景区	["青海湖", "西宁", "高原湖泊", "油菜花海", "藏族文化"]	["高原湖泊", "油菜花海", "藏族文化", "生态保护"]	青海省海南藏族自治州共和县	全天开放
place_183	塔尔寺	景区	["塔尔寺", "西宁", "藏传佛教", "宗喀巴", "宗教文化"]	["藏传佛教", "宗教文化", "古建筑群", "朝圣圣地"]	青海省西宁市湟中区金塔路56号	08:00-17:00
place_184	茶卡盐湖景区	景区	["茶卡盐湖", "海西", "天空之镜", "盐湖奇观", "摄影胜地"]	["天空之镜", "盐湖奇观", "摄影胜地", "自然奇观"]	青海省海西蒙古族藏族自治州乌兰县茶卡镇	07:00-18:30
place_185	天山天池风景名胜区	景区	["天山天池", "昌吉", "高山湖泊", "雪山倒影", "瑶池仙境"]	["高山湖泊", "雪山倒影", "瑶池仙境", "自然美景"]	新疆维吾尔自治区昌吉回族自治州阜康市	09:00-19:00
place_186	喀纳斯景区	景区	["喀纳斯", "阿勒泰", "神秘湖泊", "原始森林", "图瓦文化"]	["神秘湖泊", "原始森林", "图瓦文化", "自然保护区"]	新疆维吾尔自治区阿勒泰地区布尔津县	08:00-20:00
place_187	那拉提旅游风景区	景区	["那拉提", "伊犁", "空中草原", "哈萨克文化", "高山草甸"]	["空中草原", "哈萨克文化", "高山草甸", "牧民风情"]	新疆维吾尔自治区伊犁哈萨克自治州新源县	08:00-20:00
place_188	葡萄沟风景区	景区	["葡萄沟", "吐鲁番", "葡萄文化", "维吾尔风情", "绿洲景观"]	["葡萄文化", "维吾尔风情", "绿洲景观", "民族特色"]	新疆维吾尔自治区吐鲁番市高昌区	08:00-20:00
place_189	布达拉宫景区	景区	["布达拉宫", "拉萨", "藏传佛教", "宫殿建筑", "世界遗产"]	["世界文化遗产", "藏传佛教", "宫殿建筑", "朝圣圣地"]	西藏自治区拉萨市城关区北京中路35号	09:00-16:00
place_190	大昭寺	景区	["大昭寺", "拉萨", "藏传佛教", "释迦牟尼", "朝圣中心"]	["藏传佛教", "朝圣中心", "古建筑", "宗教文化"]	西藏自治区拉萨市城关区八廓街	09:00-18:00
place_191	纳木错景区	景区	["纳木错", "拉萨", "圣湖", "高原湖泊", "念青唐古拉"]	["圣湖", "高原湖泊", "念青唐古拉", "朝圣之地"]	西藏自治区拉萨市当雄县	09:00-18:00
place_192	呼伦贝尔大草原	景区	["呼伦贝尔", "呼伦贝尔", "大草原", "蒙古族文化", "牧民生活"]	["大草原", "蒙古族文化", "牧民生活", "自然生态"]	内蒙古自治区呼伦贝尔市	全天开放
place_193	阿尔山国家森林公园	景区	["阿尔山", "兴安盟", "森林公园", "火山地貌", "温泉资源"]	["森林公园", "火山地貌", "温泉资源", "生态旅游"]	内蒙古自治区兴安盟阿尔山市	08:00-17:00
place_194	满洲里国门景区	景区	["满洲里", "呼伦贝尔", "国门", "中俄边境", "口岸文化"]	["国门景观", "中俄边境", "口岸文化", "异域风情"]	内蒙古自治区呼伦贝尔市满洲里市	08:00-17:30
place_195	额济纳胡杨林景区	景区	["额济纳", "阿拉善", "胡杨林", "沙漠绿洲", "金秋美景"]	["胡杨林", "沙漠绿洲", "金秋美景", "生态奇观"]	内蒙古自治区阿拉善盟额济纳旗	08:00-18:00
place_196	腾冲热海景区	景区	["腾冲", "保山", "温泉", "地热奇观", "火山活动"]	["地热奇观", "温泉疗养", "火山活动", "自然景观"]	云南省保山市腾冲市热海路	08:00-19:00
place_197	西双版纳热带植物园	景区	["西双版纳", "景洪", "热带植物", "科研基地", "生物多样性"]	["热带植物", "科研基地", "生物多样性", "科普教育"]	云南省西双版纳傣族自治州勐腊县	08:00-18:00
place_198	崇圣寺三塔文化旅游区	景区	["崇圣寺", "大理", "三塔", "佛教文化", "大理文化"]	["佛教文化", "古塔建筑", "大理文化", "历史遗迹"]	云南省大理白族自治州大理市崇圣寺三塔旅游区	08:00-19:00
place_199	泸沽湖景区	景区	["泸沽湖", "丽江", "摩梭文化", "母系社会", "高原湖泊"]	["摩梭文化", "母系社会", "高原湖泊", "民族风情"]	云南省丽江市宁蒗彝族自治县	全天开放
place_200	香格里拉普达措国家公园	景区	["香格里拉", "迪庆", "普达措", "高原生态", "藏族文化"]	["高原生态", "藏族文化", "国家公园", "生物多样性"]	云南省迪庆藏族自治州香格里拉市	08:00-16:00
place_201	梅里雪山景区	景区	["梅里雪山", "迪庆", "卡瓦格博", "神山", "朝圣之地"]	["神山", "朝圣之地", "雪山风光", "藏族文化"]	云南省迪庆藏族自治州德钦县	07:00-19:00
